symbol,fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,AssetType,Name,Description,CIK,Exchange,Currency,Country,Sector,Industry,Address,FiscalYearEnd,LatestQuarter,MarketCapitalization,EBITDA,PERatio,PEGRatio,BookValue,DividendPerShare,DividendYield,EPS,RevenuePerShareTTM,ProfitMargin,OperatingMarginTTM,ReturnOnAssetsTTM,ReturnOnEquityTTM,RevenueTTM,GrossProfitTTM,DilutedEPSTTM,QuarterlyEarningsGrowthYOY,QuarterlyRevenueGrowthYOY,AnalystTargetPrice,TrailingPE,ForwardPE,PriceToSalesRatioTTM,PriceToBookRatio,EVToRevenue,EVToEBITDA,Beta,52WeekHigh,52WeekLow,50DayMovingAverage,200DayMovingAverage,SharesOutstanding,DividendDate,ExDividendDate,currentPrice,YOYPriceChange
CTSH,2017-12-31,USD,2407000000,608000000,None,705000000,518000000,443000000,284000000,249000000,None,1504000000,-582000000,-1985000000,75000000,1889000000,1889000000,None,265000000,265000000,None,None,None,None,-1700000000,None,-109000000,51000000,-20719000,5820176000,2621423000,1115130000,1747646000,13912000,712535000,4064519000,252932000,675892000,1756446000,141952000,1614494000,1635444000,1002928000,632516000,147330000,52685000,4827715000,1687079000,66893000,1864243000,None,2127474000,1013399000,None,2127474000,0,2127474000,2127474000,311712000,121936000,992461000,7390193000,3509484000,306000,305751000,2385040000,2824686000,439646000,424141000,570997000,1308677000,415801000,1814043000,27808000,-51609000,27808000,51609000,7645000,3150000,87137000,18000000,507642000,528361000,51609000,21985000,-16221000,559251000,577251000,Common Stock,Citrix Systems Inc,"Citrix Systems, Inc. is an American multinational software company that provides server, application and desktop virtualization, networking, software as a service (SaaS), and cloud computing technologies.",877890,NASDAQ,USD,USA,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,"851 WEST CYPRESS CREEK ROAD, FORT  LAUDERDALE, FL, US",December,2021-12-31,12881327000,575734000,42.05,1.864,4.383,1.48,0.0145,2.44,25.92,0.0956,0.117,0.0396,0.933,3217170000,2683488000,2.44,-0.091,0.051,99.89,42.05,19.08,4.004,23.37,4.897,29.77,0.0015,142.85,77.99,98.3,102.83,125549000,2021-12-21,2021-12-06,71.0200,0.2675352
CL,2017-06-30,USD,3054000000,1268000000,None,-96000000,23000000,475000000,553000000,15000000,8000000,2174000000,-471000000,-2450000000,None,1399000000,1399000000,None,1529000000,1529000000,None,None,None,None,-892000000,None,220000000,87000000,701000000,4573000000,1514000000,418000000,418000000,459000000,565000000,3185000000,931000000,2001000000,1986000000,790000000,1196000000,58000000,58000000,2000000,1990000000,210000000,4031000000,1809000000,501000000,None,804000000,404000000,2161000000,None,1791000000,400000000,1391000000,2195000000,225000000,113000000,542000000,2442000000,2440000000,159000000,129014172,2671000000,5973000000,3302000000,3302000000,1701000000,810000000,135000000,970000000,4000000,-88000000,4000000,88000000,11000000,None,None,10000000,1031000000,330000000,88000000,703000000,728000000,1119000000,1129000000,Common Stock,The Clorox Company,"The Clorox Company, based in Oakland, California, is an American global manufacturer and marketer of consumer and professional products.",21076,NYSE,USD,USA,LIFE SCIENCES,"SPECIALTY CLEANING, POLISHING AND SANITATION PREPARATIONS","THE CLOROX COMPANY, 1221 BROADWAY, OAKLAND, CA, US",June,2021-12-31,18160900000,933000000,74.8,8.49,2.545,4.59,0.0314,1.973,57.12,0.0349,0.102,0.0692,0.274,7080000000,3199000000,1.973,-0.724,-0.082,149.43,74.8,34.48,2.565,59.19,3.046,33.96,0.2,192.75,138.61,166.07,169.77,123058000,2022-05-13,2022-04-26,74.1300,0.0127049
CMCSA,2016-12-31,USD,21261000000,2820000000,None,181000000,None,10267000000,11297000000,None,None,22922000000,-13533000000,-7572000000,-1905000000,5435000000,5435000000,None,2883000000,2883000000,None,0,11466000000,None,-5435000000,None,127000000,None,1534100000,75791200000,46906500000,1903600000,1993700000,None,359700000,11711800000,399700000,676600000,9915300000,2346300000,7569000000,90100000,878.15,90100000,367800000,1394400000,53379400000,45672900000,31300000,3900000,0,0,7706500000,None,4483100000,44185300000,2233100000,4483100000,1456300000,615700000,22411800000,None,4497200000,3400000,339157000,2385500000,3595200000,1209700000,135800000,2200500000,917600000,None,1235600000,None,None,None,None,48400000,-41400000,None,129200000,2287600000,753500000,123500000,1534100000,1600800000,2200500000,2329700000,Common Stock,CME Group Inc,"CME Group Inc. (Chicago Mercantile Exchange, Chicago Board of Trade, New York Mercantile Exchange, The Commodity Exchange) is an American global markets company. It is the world's largest financial derivatives exchange, and trades in asset classes that include agricultural products, currencies, energy, interest rates, metals, stock indexes and cryptocurrencies futures.",1156375,NASDAQ,USD,USA,FINANCE,"SECURITY & COMMODITY BROKERS, DEALERS, EXCHANGES & SERVICES","20 S. WACKER DR., CHICAGO, IL, US",December,2021-12-31,86043722000,3033066000,32.84,3.829,76.41,3.6,0.017,7.29,13.09,0.562,0.564,0.0103,0.0981,4689700000,4689700000,7.29,0.449,0.047,253.13,32.84,32.57,18.35,3.104,18.24,21.79,0.451,256.94,182.44,230.86,215.94,359396000,2022-03-25,2022-03-09,69.0500,0.2236399
CMA,2017-12-31,USD,1085000000,165000000,None,41000000,33000000,6000000,69000000,None,None,743000000,-120000000,-2338000000,-15000000,560000000,552000000,None,180000000,180000000,None,None,0,None,-442000000,None,-1373000000,None,460000000,23050000000,2475000000,182000000,182000000,672000000,1723000000,21815000000,16761000000,6510000000,1235000000,1235000000,None,81000000,64000000,17000000,83000000,799000000,18609000000,2784000000,725000000,None,1103000000,22000000,15788000000,91000000,11285000000,1081000000,9123000000,11307000000,195000000,307000000,4441000000,None,-531000000,3000000,281600000,5001000000,6583000000,1582000000,1255000000,1338000000,284000000,None,1592000000,12000000,-438000000,12000000,438000000,-18000000,-70000000,739000000,881000000,884000000,424000000,456000000,462000000,460000000,1322000000,2203000000,Common Stock,CMS Energy Corporation,"CMS Energy (NYSE: CMS), based in Jackson, Michigan, is an energy company that is focused principally on utility operations in Michigan.",811156,NYSE,USD,USA,ENERGY & TRANSPORTATION,ELECTRIC & OTHER SERVICES COMBINED,"ONE ENERGY PLAZA, JACKSON, MI, US",December,2021-12-31,18585207000,2287000000,13.77,2.879,22.11,1.74,0.0297,4.659,25.36,0.185,0.178,0.028,0.11,7329000000,2646000000,4.659,2.972,0.177,68.94,13.77,21.79,2.536,1.96,3.683,11.08,0.248,65.31,51.71,63.8,62.11,289760000,2022-02-28,2022-02-10,86.8100,0.2745559
CAG,2017-12-31,USD,1170200000,386700000,None,-96300000,-243000000,268000000,242100000,-104700000,-123300000,648000000,-184000000,-1569100000,14300000,1000000000,1000000000,None,415000000,415000000,None,0,None,None,-926200000,None,-583100000,-200000,1248000000,87896000000,36545000000,6102000000,15358000000,2655000000,3667000000,50292000000,9638000000,8246000000,16530000000,7129000000,13649000000,38646000000,20999000000,9256000000,9548000000,4230000000,70824000000,27194000000,2288000000,None,16229000000,12931000000,41725000000,None,34480000000,3298000000,31182000000,47411000000,8403000000,8021000000,17072000000,50677000000,60430000000,1760000000,4263000000,22491000000,36212000000,13721000000,13721000000,7755000000,12834000000,None,14970000000,677000000,-841000000,12000000,853000000,151000000,-1763000000,1131000000,68000000,6855000000,5607000000,879000000,1181000000,2148000000,7708000000,7776000000,Common Stock,The Coca-Cola Company,"The Coca-Cola Company is an American multinational beverage corporation incorporated under Delaware's General Corporation Law and headquartered in Atlanta, Georgia. The Coca-Cola Company has interests in the manufacturing, retailing, and marketing of nonalcoholic beverage concentrates and syrups.",21344,NYSE,USD,USA,MANUFACTURING,BEVERAGES,"ONE COCA COLA PLAZA, ATLANTA, GA, US",December,2021-12-31,272484286000,12602000000,27.93,2.77,5.32,1.68,0.0286,2.25,8.96,0.253,0.288,0.0767,0.425,38655001000,23298000000,2.25,0.692,0.099,67,27.93,25.32,7.05,11.76,7.78,19.43,0.674,62.9,47.89,60.19,56.52,4335470000,2022-04-01,2022-03-14,37.6700,-0.0475348
COP,2017-12-31,USD,7077000000,1315000000,None,228000000,872000000,6845000000,4591000000,886000000,55000000,-793000000,7762000000,-12356000000,None,3000000000,3000000000,None,1305000000,1305000000,None,-63000000,None,None,-3063000000,None,2715000000,232000000,1504000000,15221000000,9111000000,1925000000,5056000000,None,3222000000,5692000000,1324000000,1516000000,3685000000,981000000,2704000000,2977000000,235000000,3131000000,833000000,448000000,4552000000,2839000000,210000000,487000000,175000000,175000000,1713000000,None,800000000,175000000,698000000,800000000,325000000,181000000,10669000000,None,10544000000,6000000,588000000,11955000000,14810000000,2899000000,9152000000,2481000000,2697000000,None,2914000000,133000000,-23000000,133000000,23000000,67000000,-3000000,None,408000000,2657000000,1153000000,23000000,1504000000,1688000000,2680000000,3088000000,Common Stock,Cognizant Technology Solutions Corporation,"Cognizant is an American multinational technology company that provides business consulting, information technology and outsourcing services. It is headquartered in Teaneck, New Jersey, United States.",1058290,NASDAQ,USD,USA,TECHNOLOGY,SERVICES-COMPUTER PROGRAMMING SERVICES,"500 FRANK W. BURR BLVD., TEANECK, NJ, US",December,2021-12-31,46180061000,3348000000,21.74,1.493,22.84,0.99,0.0128,4.05,35.12,0.116,0.152,0.101,0.187,18507000000,6914000000,4.05,0.846,0.142,94.78,21.74,19.12,2.495,3.778,2.389,12.97,1.139,92.16,65.59,86.64,77.77,524535000,2022-03-01,2022-02-17,54.8900,0.0947347
ED,2017-12-31,USD,3367000000,1192000000,None,-1850000000,-2327000000,-124000000,415000000,35000000,-5000000,1525000000,-3710000000,357000000,-477000000,None,None,None,804000000,803000000,None,343000000,1697000000,None,394000000,None,21000000,None,2024000000,12676000000,4639000000,1535000000,1535000000,1221000000,1480000000,7891000000,4072000000,4388000000,3559000000,1341000000,2218000000,67000000,42000000,14000000,403000000,218000000,12433000000,3408000000,1212000000,None,11000000,11000000,10598000000,None,6566000000,0,6566000000,6577000000,2185000000,2255000000,243000000,20181000000,20531000000,1466000000,874701118,9280000000,15454000000,6174000000,1183000000,3707000000,5400000000,285000000,5817000000,51000000,-153000000,51000000,153000000,0,None,None,35000000,3337000000,1313000000,153000000,2174000000,2349000000,3707000000,3525000000,Common Stock,Colgate-Palmolive Company,"Colgate-Palmolive Company is an American multinational consumer products company headquartered on Park Avenue in Midtown Manhattan, New York City. It specializes in the production, distribution and provision of household, health care, personal care and veterinary products.",21665,NYSE,USD,USA,LIFE SCIENCES,"PERFUMES, COSMETICS & OTHER TOILET PREPARATIONS","300 PARK AVE, NEW YORK, NY, US",December,2021-12-31,65675653000,4387000000,30.64,4.036,0.725,1.79,0.0238,2.55,20.62,0.124,0.22,0.155,2.257,17421001000,10375000000,2.55,-0.777,0.018,87.31,30.64,23.87,3.77,109.79,4.206,16.43,0.621,85.15,72.5,82.23,80.03,840487000,2022-02-15,2022-01-21,84.9500,0.1529587
STZ,2017-12-31,USD,3392000000,300400000,None,238100000,272000000,247900000,907400000,49400000,151000000,1539200000,-1461800000,-134800000,197100000,1122700000,1122700000,None,315100000,315100000,None,None,1965600000,None,-1063000000,None,94300000,-5100000,22735000000,187462000000,16343000000,3428000000,3447000000,None,8546000000,191886000000,38470000000,49916000000,141696000000,104916000000,36780000000,6950000000,6931000000,19000000,2468000000,4354000000,118846000000,21993000000,6908000000,1552000000,5134000000,5134000000,71135000000,None,66499000000,5134000000,71700000000,66499000000,7949000000,10972000000,68616000000,7517000000,38202000000,55000000,4657000000,66314000000,85029000000,18212000000,25355000000,18018000000,7742000000,None,18020000000,136000000,-3086000000,-2996000000,3086000000,None,61000000,7914000000,10130000000,15166000000,-7569000000,3086000000,22900000000,22822000000,18252000000,28382000000,Common Stock,Comcast Corporation,"Comcast Corporation is an American telecommunications conglomerate headquartered in Philadelphia, Pennsylvania. It is the second-largest broadcasting and cable television company in the world by revenue (behind AT&T), the largest pay-TV company, the largest cable TV company and largest home Internet service provider in the United States, and the nation's third-largest home telephone service provider. Comcast provides services to U.S. residential and commercial customers in 40 states and in the District of Columbia. As the parent company of the international media company NBCUniversal since 2011, Comcast is a producer of feature films and television programs intended for theatrical exhibition and over-the-air and cable television broadcast, respectively.",1166691,NASDAQ,USD,USA,TECHNOLOGY,CABLE & OTHER PAY TELEVISION SERVICES,"ONE COMCAST CENTER, PHILADELPHIA, PA, US",December,2021-12-31,213379138000,34621002000,15.48,0.964,21.2,1,0.0239,3.04,25.39,0.122,0.179,0.0473,0.145,116384997000,77935000000,3.04,-0.095,0.095,62.03,15.48,13.11,1.833,2.2,2.557,8.0,0.918,61.22,44.27,49.31,54.34,4523790000,2022-04-27,2022-04-05,228.5700,0.4909008
CPRT,2017-12-31,USD,492058000,37232000,None,3183000,22060000,57000000,332990000,26199000,-1294000,394261000,-335791000,-106975000,-7000000,0,0,None,None,None,None,None,0,None,35458000,None,54251000,4959000,743000000,71567000000,5945000000,5845000000,5941000000,5000000,None,1106000000,466000000,916000000,635000000,6000000,635000000,12442000000,49727000000,96000000,-4574000000,42001000000,63604000000,10000000,None,None,10000000,10000000,1822000000,None,4622000000,10000000,None,4632000000,61772000000,1069000000,7963000000,2736000000,7887000000,1141000000,171000000,1220000000,3154000000,1934000000,195000000,-128000000,1170000000,None,1348000000,None,2061000000,2182000000,121000000,1107000000,None,None,121000000,1234000000,491000000,121000000,-2477000000,762000000,1355000000,1476000000,Common Stock,Comerica Incorporated,"Comerica Incorporated is a financial services company headquartered in Dallas, Texas.",28412,NYSE,USD,USA,FINANCE,NATIONAL COMMERCIAL BANKS,"1717 MAIN STREET MC6404, ATTN: DARLENE PERSONS, DALLAS, TX, US",December,2021-12-31,12523288000,None,11.44,0.776,57.41,2.72,0.0291,8.35,24.84,0.349,0.451,0.0128,0.146,3351000000,3351000000,8.35,0.115,0.032,105.87,11.44,15.22,3.737,1.675,-,-,1.424,102.09,61.97,93.09,81.37,131079000,2022-01-01,2021-12-14,43.1900,-0.2205378
GLW,2017-05-28,USD,2004000000,182000000,100000000,169000000,567000000,1171000000,1804000000,225000000,170000000,-479000000,-1710000000,-1624000000,0,2452000000,2452000000,None,651000000,651000000,None,None,1445000000,None,-2143000000,None,-974000000,356000000,639300000,10096300000,2013200000,251400000,251400000,927900000,563400000,7986700000,1633100000,2460100000,5504500000,1223700000,4280800000,5800000,741300000,None,228700000,790600000,6018500000,1720500000,773100000,None,199000000,28200000,4327000000,None,2970000000,199000000,2769200000,2970000000,1300000,1528800000,3990800000,4054900000,4247000000,2839700000,419600000,2342100000,7734800000,7513200000,5483100000,1240000000,1474000000,44600000,1875600000,3700000,-195500000,3700000,199200000,103400000,71200000,234400000,268000000,894000000,254700000,292500000,544100000,757300000,1240000000,1361200000,Common Stock,Conagra Brands Inc,"Conagra Brands, Inc. (formerly ConAgra Foods) is an American consumer packaged goods holding company headquartered in Chicago, Illinois. Conagra makes and sells products under various brand names that are available in supermarkets, restaurants, and food service establishments.",23217,NYSE,USD,USA,MANUFACTURING,FOOD AND KINDRED PRODUCTS,"ONE CONAGRA DR, OMAHA, NE, US",May,2021-11-30,16957323000,2123200000,15.51,2.131,18.09,1.175,0.0364,2.279,23.3,0.0982,0.159,0.0497,0.128,11222800000,3216300000,2.279,-0.26,0.021,36.88,15.51,13.14,1.511,1.991,2.37,13.59,0.791,38.36,30.44,34.66,34.31,479698000,2022-03-02,2022-01-28,29.1000,0.393011
COST,2017-12-31,USD,6726000000,1316000000,None,2258000000,923000000,1370000000,2502000000,None,894000000,2714000000,-2366000000,-3218000000,-236000000,469000000,469000000,None,3904000000,None,None,None,3782000000,None,-469000000,None,1167000000,25000000,-855000000,241000000000,None,None,None,None,None,None,None,None,None,None,None,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,11527000000,32584000000,21057000000,12475000000,5793000000,427000000,100000000,3557000000,112000000,-1201000000,112000000,1201000000,2559000000,529000000,None,6845000000,-2677000000,-1822000000,1098000000,-793000000,-180000000,-1476000000,5266000000,Common Stock,ConocoPhillips,"ConocoPhillips is an American multinational corporation engaged in hydrocarbon exploration. It is based in the Energy Corridor district of Houston, Texas.",1163165,NYSE,USD,USA,ENERGY & TRANSPORTATION,PETROLEUM REFINING,"925 N. ELDRIDGE PARKWAY, HOUSTON, TX, US",December,2021-12-31,118608093000,20018999000,15.04,1.154,34.87,1.75,0.0162,6.07,35.24,0.173,0.274,0.104,0.215,46660002000,22936000000,6.07,5.46,1.771,102.9,15.04,10.38,2.542,2.565,2.833,6.16,1.441,94.45,46.48,82.9,68.1,1299530000,2022-04-14,2022-03-30,186.1200,0.1624508
CTRA,2017-12-31,USD,397441000,86723000,None,5794000,68037000,590128000,375153000,71060000,-3044000,-417124000,-353218000,453805000,None,None,0,None,36187000,36187000,None,995279000,90000000,None,995279000,None,498028000,None,1525000000,48111000000,3537000000,797000000,797000000,334000000,1159000000,49614000000,37600000000,201000000,559000000,131000000,428000000,929000000,2001000000,47000000,177000000,4973000000,32693000000,4902000000,1286000000,87000000,1875000000,0,13053000000,None,16029000000,1298000000,14731000000,16029000000,386000000,12719000000,15418000000,-1038000000,10235000000,34000000,309800000,2209000000,12033000000,9824000000,6231000000,2774000000,2218000000,24000000,9260000000,111000000,-737000000,-8000000,729000000,4000000,-21000000,None,1341000000,1997000000,472000000,729000000,1525000000,1526000000,2726000000,4067000000,Common Stock,Consolidated Edison Inc,"Consolidated Edison, Inc., commonly known as Con Edison (stylized as conEdison) or ConEd, is one of the largest investor-owned energy companies in the United States, with approximately $12 billion in annual revenues as of 2017, and over $48 billion in assets. The company provides a wide range of energy-related products and services to its customers through its subsidiaries.",1047862,NYSE,USD,USA,ENERGY & TRANSPORTATION,ELECTRIC & OTHER SERVICES COMBINED,"4 IRVING PLACE, NEW YORK, NY, US",December,2021-12-31,30430495000,4720000000,22.32,5.24,56.6,3.1,0.0374,3.85,39.25,0.0984,0.197,0.0267,0.0606,13676000000,7668000000,3.85,3.991,0.154,78.38,22.32,18.9,2.225,1.495,3.954,12.48,0.207,86.84,63.51,84.12,77.98,354090000,2022-03-15,2022-02-15,28.6000,0.2243151
CCI,2017-02-28,USD,2032000000,546543000,None,176226000,-45572000,933935000,-1217000000,71000000,None,366000000,-10482000000,8192000000,980000000,-23000000,23307000,None,1538640000,1509000000,30000000,None,3092323000,1607759000,4198022000,None,-508188000,1000000,1528600000,18602400000,3230000000,177400000,177400000,1955100000,737000000,15372400000,3932800000,1277000000,11298200000,3377700000,7920500000,0,0,None,124000000,141400000,11717600000,2697600000,559800000,None,910900000,606500000,9020000000,None,8631600000,910900000,7720700000,9238100000,162700000,165700000,6891200000,2777700000,7310000000,2900000,195576000,3519000000,7716700000,5204900000,3802100000,2389000000,1392400000,None,1402800000,27300000,-335100000,-306000000,335100000,-9800000,27300000,237500000,10400000,2078900000,550300000,335100000,1539200000,1581300000,2414000000,2424400000,Common Stock,Constellation Brands Inc,"Constellation Brands, Inc., headquartered in Victor, New York, is an American producer and marketer of beer, wine, and spirits.",16918,NYSE,USD,USA,MANUFACTURING,BEVERAGES,"207 HIGH POINT DRIVE, BUILDING 100, VICTOR, NY, US",February,2021-11-30,41136239000,3252500000,None,2.479,59.93,3.03,0.0141,-0.278,45.24,-0.0061,0.337,0.0688,-0.0011,8671200000,4574300000,-0.278,-0.621,-0.048,272.52,-,17.83,4.744,3.602,5.84,51.59,1.176,257.17,205.83,239.13,227.59,164339000,2022-02-23,2022-02-08,93.5300,0.0812717
CSX,2017-07-31,USD,3472000000,1653000000,None,104000000,69000000,1315000000,2040000000,70000000,None,5471000000,-1495000000,-2179000000,None,1970000000,1970000000,None,708000000,708000000,None,None,850000000,None,-1970000000,None,-202000000,None,394227000,1982501000,587261000,210100000,210100000,10163000,318264000,1393953000,944056000,451994000,416181000,75938000,340243000,None,None,None,48734000,33716000,883901000,302153000,71160000,5019000,82155000,82155000,581748000,None,631000000,82155000,None,631000000,5019000,3100000,1098600000,None,745370000,23000,230488296,632028000,1447981000,815953000,137552000,461299000,156964000,None,1144017000,1406000,-23779000,1406000,23779000,-184000,1174000,39600000,6800000,440066000,45839000,23779000,394261000,402745000,463845000,470645000,Common Stock,Copart Inc,"Copart, Inc. or simply Copart is a global provider of online vehicle auction and remarketing services to automotive resellers such as insurance, rental car, fleet and finance companies in 11 countries: the US, Canada, the UK, Germany, Ireland, Brazil, Spain, Dubai, Bahrain, Oman and Finland.",900075,NASDAQ,USD,USA,TRADE & SERVICES,RETAIL-AUTO DEALERS & GASOLINE STATIONS,"14185 DALLAS PARKWAY, SUITE 300, DALLAS, TX, US",July,2022-01-31,29574971000,1424193000,27.53,1.14,17.24,0,0,4.53,13.34,0.345,0.414,0.18,0.31,3160132000,1377451000,4.53,0.469,0.406,166.11,27.53,28.09,9.36,7.09,8.92,19.6,1.114,161.12,101.92,134.66,139.48,237188000,None,None,49.3400,0.7416167
CMI,2017-12-31,USD,2277000000,248000000,None,1017000000,927000000,583000000,587000000,508000000,407000000,994000000,-1052000000,-1074000000,12000000,451000000,451000000,None,701000000,701000000,None,None,0,None,-451000000,None,249000000,98000000,-497000000,27494000000,8827000000,4317000000,4317000000,1712000000,1807000000,17922000000,14017000000,10809000000,2563000000,869000000,1694000000,605000000,340000000,None,991000000,934000000,11724000000,3209000000,1439000000,None,379000000,0,11540000000,None,5479000000,379000000,5100000000,0,1391000000,3017000000,15698000000,16633000000,15930000000,854000000,865000000,4020000000,10116000000,6096000000,6084000000,1608000000,1473000000,689000000,2231000000,45000000,-36000000,45000000,36000000,20000000,-81000000,1083000000,75000000,1657000000,2154000000,155000000,-497000000,337000000,1608000000,1768000000,Common Stock,Corning Incorporated,"Corning Incorporated is an American multinational technology company that specializes in specialty glass, ceramics, and related materials and technologies including advanced optics, primarily for industrial and scientific applications.",24741,NYSE,USD,USA,MANUFACTURING,DRAWING & INSULATING OF NONFERROUS WIRE,"ONE RIVERFRONT PLAZA, CORNING, NY, US",December,2021-12-31,34764394000,3774000000,32.11,0.994,14.86,0.96,0.0268,1.28,17.01,0.135,0.163,0.047,0.147,14082000000,5143000000,1.28,1.163,0.097,47.17,32.11,17.64,2.469,2.86,2.908,9.8,0.974,46.0,33.93,38.97,39.51,845849000,2022-03-30,2022-02-25,176.6400,0.2924563
CVS,2017-12-31,USD,8007000000,16420000000,176615000000,1377000000,3127000000,2479000000,1918000000,941000000,514000000,6623000000,-2877000000,-6751000000,-598000000,4361000000,4361000000,None,2049000000,2049000000,None,None,0,None,-4032000000,None,-1675000000,1000000,6622000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Common Stock,Corteva Inc,"Corteva, Inc. (also known as Corteva Agriscience) is a major American agricultural chemical and seed company that was the agricultural unit of DowDuPont prior to being spun off as an independent public company.",1755672,NYSE,USD,USA,LIFE SCIENCES,AGRICULTURAL PRODUCTION-CROPS,"974 CENTRE ROAD, BUILDING 735, WILMINGTON, DE, US",December,2021-12-31,37688766000,3878000000,21.88,2.667,34.94,0.55,0.0108,2.369,21.27,0.112,0.168,0.0388,0.0719,15655000000,6435000000,2.369,2.892,0.085,55.42,21.88,21.14,2.408,1.452,2.135,9.24,0.743,52.38,40.36,48.15,45.27,727021000,2022-03-15,2022-02-28,72.5000,-0.0812318
DHI,2017-09-03,USD,440200000,14300000,6800000000,83900000,899600000,54700000,54600000,None,946700000,1038400000,-164000000,-564600000,-410300000,60600000,60600000,None,149600000,149600000,None,0,None,None,-13900000,None,-295400000,None,2679000000,36347000000,17317000000,4546000000,5779000000,9834000000,1432000000,19030000000,18161000000,10180000000,None,None,None,None,None,1233000000,272000000,869000000,25268000000,17495000000,9608000000,1498000000,86000000,383000000,7773000000,None,6659000000,86000000,6573000000,6659000000,2725000000,1200000000,10778000000,None,5988000000,4000000,437204000,4111000000,129025000000,124914000000,111882000000,4111000000,12950000000,None,13032000000,None,-134000000,None,134000000,129025000000,None,None,None,4004000000,1325000000,134000000,2714000000,2764000000,4138000000,None,Common Stock,Costco Wholesale Corporation,"Costco Wholesale Corporation (doing business as Costco Wholesale and also known simply as Costco) is an American multinational corporation which operates a chain of membership-only (needing a membership to shop there) big-box retail stores. As of 2020, Costco was the fifth largest retailer in the world, and the world's largest retailer of choice and prime beef, organic foods, rotisserie chicken, and wine as of 2016.",909832,NASDAQ,USD,USA,TRADE & SERVICES,RETAIL-VARIETY STORES,"999 LAKE DRIVE, ISSAQUAH, WA, US",September,2021-09-30,229471617000,9413000000,44.5,4.223,41.64,3.07,0.0063,11.63,458.23,0.0254,0.0374,0.0764,0.306,203084005000,25245000000,11.63,0.137,0.166,557.68,44.5,40.98,1.13,12.31,1.103,25.06,0.684,570.63,304.81,523.76,466.66,443432000,2022-02-18,2022-02-03,39.9300,0.3221854
